ENSG00000000003 33 xx
ENSG00000000005 0 xx
ENSG00000000419 870 xx
ENSG00000000457 1001 xx
ENSG00000000460 155 xx
ENSG00000000938 22405 xx
ENSG00000000971 6 xx
ENSG00000001036 938 xx
ENSG00000001084 1316 xx
ENSG00000001167 2084 xx
ENSG00000001460 182 xx
ENSG00000001461 3144 xx
ENSG00000001497 1447 xx
ENSG00000001561 1287 xx
ENSG00000001617 0 xx
ENSG00000001626 0 xx
ENSG00000001629 2490 xx
ENSG00000001630 37 xx
ENSG00000001631 145 xx
ENSG00000002016 308 xx
ENSG00000002079 1 xx
ENSG00000002330 249 xx
ENSG00000002549 3171 xx
ENSG00000002586 8118 xx
ENSG00000002587 62 xx
ENSG00000002726 13 xx
ENSG00000002745 118 xx
ENSG00000002746 0 xx
ENSG00000002822 242 xx
ENSG00000002834 12796 xx
ENSG00000002919 1384 xx
ENSG00000002933 3210 xx
ENSG00000003056 5594 xx
ENSG00000003096 37 xx
ENSG00000003137 0 xx
ENSG00000003147 74 xx
ENSG00000003249 149 xx
ENSG00000003393 450 xx
ENSG00000003400 1459 xx
ENSG00000003402 11193 xx
ENSG00000003436 17 xx
ENSG00000003509 409 xx
ENSG00000003756 2444 xx
ENSG00000003987 46 xx
ENSG00000003989 0 xx
ENSG00000004059 3473 xx
ENSG00000004139 536 xx
ENSG00000004142 2361 xx
ENSG00000004399 6015 xx
ENSG00000004455 4432 xx
ENSG00000004468 1663 xx
ENSG00000004478 1402 xx
ENSG00000004487 2343 xx
ENSG00000004534 3942 xx
ENSG00000004660 386 xx
ENSG00000004700 1874 xx
ENSG00000004766 781 xx
ENSG00000004776 0 xx
ENSG00000004777 294 xx
ENSG00000004779 999 xx
ENSG00000004799 1051 xx
ENSG00000004809 31 xx
ENSG00000004838 11 xx
ENSG00000004846 0 xx
ENSG00000004848 0 xx
ENSG00000004864 266 xx
ENSG00000004866 166 xx
ENSG00000004897 1611 xx
ENSG00000004939 5 xx
ENSG00000004948 0 xx
ENSG00000004961 679 xx
ENSG00000004975 1904 xx
ENSG00000005001 2 xx
ENSG00000005007 5193 xx
ENSG00000005020 2836 xx
ENSG00000005022 6691 xx
ENSG00000005059 4494 xx
ENSG00000005073 0 xx
ENSG00000005075 1300 xx
ENSG00000005100 764 xx
ENSG00000005102 87 xx
ENSG00000005108 1 xx
ENSG00000005156 1045 xx
ENSG00000005175 1494 xx
ENSG00000005187 172 xx
ENSG00000005189 25 xx
ENSG00000005194 946 xx
ENSG00000005206 1148 xx
ENSG00000005238 1445 xx
ENSG00000005243 46 xx
ENSG00000005249 1268 xx
ENSG00000005302 2437 xx
ENSG00000005339 11897 xx
ENSG00000005379 1131 xx
ENSG00000005381 162 xx
ENSG00000005421 0 xx
ENSG00000005436 752 xx
ENSG00000005448 422 xx
ENSG00000005469 246 xx
ENSG00000005471 82 xx
ENSG00000005483 9240 xx
ENSG00000005486 2057 xx
ENSG00000005513 150 xx
ENSG00000005700 201 xx
ENSG00000005801 561 xx
ENSG00000005810 10139 xx
ENSG00000005812 1780 xx
ENSG00000005844 22987 xx
ENSG00000005882 684 xx
ENSG00000005884 426 xx
ENSG00000005889 2859 xx
ENSG00000005893 5010 xx
ENSG00000005961 3710 xx
ENSG00000005981 0 xx
ENSG00000006007 2036 xx
ENSG00000006015 2089 xx
ENSG00000006016 0 xx
ENSG00000006025 1005 xx
ENSG00000006042 1 xx
ENSG00000006047 0 xx
ENSG00000006059 0 xx
ENSG00000006062 1986 xx
ENSG00000006071 1 xx
ENSG00000006116 0 xx
ENSG00000006118 3 xx
ENSG00000006125 9437 xx
ENSG00000006128 0 xx
ENSG00000006194 2036 xx
ENSG00000006210 0 xx
ENSG00000006282 975 xx
ENSG00000006283 0 xx
ENSG00000006327 25 xx
ENSG00000006377 0 xx
ENSG00000006432 462 xx
ENSG00000006451 1704 xx
ENSG00000006453 22 xx
ENSG00000006459 2902 xx
ENSG00000006468 4 xx
ENSG00000006530 310 xx
ENSG00000006534 2602 xx
ENSG00000006555 451 xx
ENSG00000006576 1436 xx
ENSG00000006606 0 xx
ENSG00000006607 686 xx
ENSG00000006611 0 xx
ENSG00000006625 183 xx
ENSG00000006634 385 xx
ENSG00000006638 202 xx
ENSG00000006652 220 xx
ENSG00000006659 3 xx
ENSG00000006695 897 xx
ENSG00000006704 8 xx
ENSG00000006712 2091 xx
ENSG00000006715 1708 xx
ENSG00000006740 8 xx
ENSG00000006744 1861 xx
ENSG00000006747 3 xx
ENSG00000006756 933 xx
ENSG00000006757 308 xx
ENSG00000006788 0 xx
ENSG00000006831 104 xx
ENSG00000006837 6 xx
ENSG00000007001 0 xx
ENSG00000007038 18 xx
ENSG00000007047 1517 xx
ENSG00000007062 9 xx
ENSG00000007080 1108 xx
ENSG00000007129 53 xx
ENSG00000007168 4120 xx
ENSG00000007171 0 xx
ENSG00000007174 0 xx
ENSG00000007202 5632 xx
ENSG00000007216 0 xx
ENSG00000007237 4779 xx
ENSG00000007255 990 xx
ENSG00000007264 3782 xx
ENSG00000007306 0 xx
ENSG00000007312 1555 xx
ENSG00000007314 5 xx
ENSG00000007341 200 xx
ENSG00000007350 633 xx
ENSG00000007372 0 xx
ENSG00000007376 991 xx
ENSG00000007384 0 xx
ENSG00000007392 861 xx
ENSG00000007402 785 xx
ENSG00000007516 237 xx
ENSG00000007520 1161 xx
ENSG00000007541 777 xx
ENSG00000007545 686 xx
ENSG00000007866 4 xx
ENSG00000007908 2 xx
ENSG00000007923 829 xx
ENSG00000007933 0 xx
ENSG00000007944 3862 xx
ENSG00000007952 3 xx
ENSG00000007968 0 xx
ENSG00000008018 3583 xx
ENSG00000008056 10 xx
ENSG00000008083 2141 xx
ENSG00000008086 237 xx
ENSG00000008118 0 xx
ENSG00000008128 76 xx
ENSG00000008130 5343 xx
ENSG00000008196 0 xx
ENSG00000008197 0 xx
ENSG00000008226 131 xx
ENSG00000008256 791 xx
ENSG00000008277 209 xx
ENSG00000008282 2214 xx
ENSG00000008283 1148 xx
ENSG00000008294 1730 xx
ENSG00000008300 258 xx
ENSG00000008311 143 xx
ENSG00000008323 12 xx
ENSG00000008324 656 xx
ENSG00000008382 348 xx
ENSG00000008394 361 xx
ENSG00000008405 694 xx
ENSG00000008438 6 xx
ENSG00000008441 564 xx
ENSG00000008513 10901 xx
ENSG00000008516 130 xx
ENSG00000008517 11386 xx
ENSG00000008710 4333 xx
ENSG00000008735 17 xx
ENSG00000008838 2082 xx
ENSG00000008853 831 xx
ENSG00000008869 2454 xx
ENSG00000008952 3958 xx
ENSG00000008988 46397 xx
ENSG00000009307 27223 xx
ENSG00000009335 3923 xx
ENSG00000009413 1622 xx
ENSG00000009694 104 xx
ENSG00000009709 0 xx
ENSG00000009724 47 xx
ENSG00000009765 0 xx
ENSG00000009780 523 xx
ENSG00000009790 6752 xx
ENSG00000009830 104 xx
ENSG00000009844 1704 xx
ENSG00000009950 0 xx
ENSG00000009954 4767 xx
ENSG00000010017 1848 xx
ENSG00000010030 70 xx
ENSG00000010072 434 xx
ENSG00000010165 1368 xx
ENSG00000010219 254 xx
ENSG00000010244 4681 xx
ENSG00000010256 3749 xx
ENSG00000010270 1502 xx
ENSG00000010278 381 xx
ENSG00000010282 0 xx
ENSG00000010292 3093 xx
ENSG00000010295 1435 xx
ENSG00000010310 31 xx
ENSG00000010318 143 xx
ENSG00000010319 17 xx
ENSG00000010322 4300 xx
ENSG00000010327 2116 xx
ENSG00000010361 322 xx
ENSG00000010379 0 xx
ENSG00000010404 1538 xx
ENSG00000010438 0 xx
ENSG00000010539 276 xx
